index,title,abstract
5410,Impact of US vaccination strategy on COVID-19 wave dynamics.,"We employ the epidemic Renormalization Group (eRG) framework to understand, reproduce and predict the COVID-19 pandemic diffusion across the US. The human mobility across different geographical US divisions is modelled via open source flight data alongside the impact of social distancing for each such division. We analyse the impact of the vaccination strategy on the current pandemic wave dynamics in the US. We observe that the ongoing vaccination campaign will not impact the current pandemic wave and therefore strict social distancing measures must still be enacted. To curb the current and the next waves our results indisputably show that vaccinations alone are not enough and strict social distancing measures are required until sufficient immunity is achieved. Our results are essential for a successful vaccination strategy in the US."
5411,One-Stop Serum Assay Identifies COVID-19 Disease Severity and Vaccination Responses.,"SARS-CoV-2 has caused over 100,000,000 cases and almost 2,500,000 deaths globally. Comprehensive assessment of the multifaceted antiviral Ab response is critical for diagnosis, differentiation of severity, and characterization of long-term immunity, especially as COVID-19 vaccines become available. Severe disease is associated with early, massive plasmablast responses. We developed a multiplex immunoassay from serum/plasma of acutely infected and convalescent COVID-19 patients and prepandemic and postpandemic healthy adults. We measured IgA, IgG, and/or IgM against SARS-CoV-2 nucleocapsid (N), spike domain 1 (S1), S1-receptor binding domain (RBD) and S1-N-terminal domain. For diagnosis, the combined [IgA + IgG + IgM] or IgG levels measured for N, S1, and S1-RBD yielded area under the curve values ≥0.90. Virus-specific Ig levels were higher in patients with severe/critical compared with mild/moderate infections. A strong prozone effect was observed in sera from severe/critical patients-a possible source of underestimated Ab concentrations in previous studies. Mild/moderate patients displayed a slower rise and lower peak in anti-N and anti-S1 IgG levels compared with severe/critical patients, but anti-RBD IgG and neutralization responses reached similar levels at 2-4 mo after symptom onset. Measurement of the Ab responses in sera from 18 COVID-19-vaccinated patients revealed specific responses for the S1-RBD Ag and none against the N protein. This highly sensitive, SARS-CoV-2-specific, multiplex immunoassay measures the magnitude, complexity, and kinetics of the Ab response and can distinguish serum Ab responses from natural SARS-CoV-2 infections (mild or severe) and mRNA COVID-19 vaccines."
5412,"Containing SARS-CoV-2 in hospitals facing finite PPE, limited testing, and physical space variability: Navigating resource constrained enhanced traffic control bundling.","The COVID-19 outbreak has led to a focus by public health practitioners and scholars on ways to limit spread while facing unprecedented challenges and resource constraints. Recent COVID-19-specific enhanced Traffic Control Bundling (eTCB) recommendations provide a cogent framework for managing patient care pathways and reducing health care worker (HCW) and patient exposure to SARS-CoV-2. eTCB has been applied broadly and has proven to be effective in limiting fomite and droplet transmissions in hospitals and between hospitals and the surrounding community. At the same time, resource constrained conditions involving limited personal protective equipment (PPE), low testing availability, and variability in physical space can require modifications in the way hospitals implement eTCB. While eTCB has come to be viewed as a standard of practice, COVID-19 related resource constraints often require hospital implementation teams to customize eTCB solutions. We provide and describe a cross-functional, collaborative on-the-ground adaptive application of eTCB initially piloted at two hospitals and subsequently reproduced at 16 additional hospitals and health systems in the US to date. By effectively facilitating eTCB deployment, hospital leaders and practitioners can establish clearer 'zones of risk' and related protective practices that prevent transmission to HCWs and patients. We outline key insights and recommendations gained from recent implementation under the aforementioned constraints and a cross-functional team process that can be utilized by hospitals to most effectively adapt eTCB under resource constraints."
5413,Approach to Chilblains During the COVID-19 Pandemic [Formula: see text].,"Coronavirus disease (COVID-19) chilblains is a well-reported cutaneous pattern of severe acute respiratory syndrome coronavirus (SARS-CoV-2). Through this narrative review, we provide an evidence-based overview of idiopathic and secondary chilblains, distinguishing features of COVID-19 chilblains, and a systematic clinical approach to history, examination, investigations, and treatment. In the absence of cold or damp exposure, COVID-19 should be considered as a cause of acute chilblains. The timing of onset of COVID-19 chilblains relative to active SARS-CoV-2 viremia remains unclear. Patients with suspected COVID-19 chilblains should thus follow public health guidelines for COVID-19 testing and self-isolation."
5414,Telemedicine and Computer-Based Technologies during Coronavirus Disease 2019 Infection; A Chance to Educate and Diagnose.,"Coronavirus disease 2019 (COVID-19) is now of global concern due to its rapid dissemination across the globe. The rapid spread of this viral infection, along with many of its unknown aspects, has posed new challenges to the health care systems. The main challenging effects of COVID-19 are rapid dissemination through close contact and varying clinical severity among different individuals. Furthermore, the medical staff in endemic areas are becoming exhausted and deal with a considerable level of job burnout, which can negatively affect their medical decision making. Also, due to the variable pulmonary manifestations of COVID-19, some physicians may misdiagnose patients. To overcome these issues, we proposed a web-based software to aid physicians in detecting possible COVID-19 cases through online consultation with different specialists and educate the not-well experienced physicians. Our results demonstrated that this software could improve the diagnostic rate for not-well experienced physicians."
5415,"Comparison of Immune Response between SARS, MERS, and COVID-19 Infection, Perspective on Vaccine Design and Development.","Severe Acute Respiratory Syndrome (SARS), Middle East Respiratory Syndrome (MERS), and Coronavirus Disease 2019 (COVID-19) infections are the three epidemiological diseases caused by the Coronaviridae family. Perceiving the immune responses in these infections and the escape of viruses could help us design drugs and vaccines for confronting these infections. This review investigates the innate and adaptive immune responses reported in the infections of the three coronaviruses SARS, MERS, and COVID-19. Moreover, the present study can trigger researchers to design and develop new vaccines and drugs based on immune system responses. In conclusion, due to the need for an effective and efficient immune stimulation against coronavirus, a combination of several strategies seems necessary for developing the vaccine."
5416,Understanding COVID-19 Vaccines and Their Development.,
5417,"Differences in COVID-19 Testing and Test Positivity Among Veterans, United States, 2020.","Objective: COVID-19 disproportionately affects racial/ethnic minority groups in the United States. We evaluated characteristics associated with obtaining a COVID-19 test from the Veterans Health Administration (VHA) and receiving a positive test result for COVID-19. Methods: We conducted a retrospective cohort analysis of 6 292 800 veterans in VHA care at 130 VHA medical facilities. We assessed the number of tests for SARS-CoV-2 administered by the VHA (n = 822 934) and the number of positive test results (n = 82 094) from February 8 through December 28, 2020. We evaluated associations of COVID-19 testing and test positivity with demographic characteristics of veterans, adjusting for facility characteristics, comorbidities, and county-level area-based socioeconomic measures using nested generalized linear models. Results: In fully adjusted models, veterans who were female, Black/African American, Hispanic/Latino, urban, and low income and had a disability had an increased likelihood of obtaining a COVID-19 test, and veterans who were Asian had a decreased likelihood of obtaining a COVID-19 test. Compared with veterans who were White, veterans who were Black/African American (risk ratio [RR] = 1.23; 95% CI, 1.19-1.27) and Native Hawaiian/Other Pacific Islander (RR = 1.13; 95% CI, 1.05-1.21) had an increased likelihood of receiving a positive test result. Hispanic/Latino veterans had a 43% higher likelihood of receiving a positive test result than non-Hispanic/Latino veterans did. Conclusions: Although veterans have access to subsidized health care at the VHA, the increased risk of receiving a positive test result for COVID-19 among Black and Hispanic/Latino veterans, despite receiving more tests than White and non-Hispanic/Latino veterans, suggests that other factors (eg, social inequities) are driving disparities in COVID-19 prevalence."
5418,Universal testing for severe acute respiratory syndrome coronavirus 2 in 2 Philadelphia hospitals: carrier prevalence and symptom development over 2 weeks.,"Background: The coronavirus disease 2019 pandemic caused by the severe acute respiratory syndrome coronavirus 2 has challenged obstetrical care providers. Universal testing on labor and delivery units has been implemented by many hospitals to ensure patient and staff safety. Asymptomatic carrier rates are expected to vary based on geographic differences in disease prevalence, although differences within the same city have not been reported previously. In addition, clinical follow-up of women who had a negative result for severe acute respiratory syndrome coronavirus 2 during obstetrical hospitalization has not been included in any previous reports. Objective: This study aimed to describe the prevalence of positive severe acute respiratory syndrome coronavirus 2 test results among asymptomatic pregnant women at 2 Philadelphia obstetrical hospitals, characterize the clinical course of those who had a positive result, and report symptom development among all women tested in the 2 weeks after hospitalization. Study design: This is an observational study of asymptomatic pregnant women who underwent severe acute respiratory syndrome coronavirus 2 testing at 2 academic health centers (Hospital of the University of Pennsylvania and Pennsylvania Hospital) in Philadelphia, Pennsylvania, between April 13, 2020, and April 26, 2020. All women tested were contacted via telephone for symptom follow-up at 1 and 2 weeks after discharge. Asymptomatic positive test rates are reported for the overall population and by hospital. The hospital and 2-week posthospital course are described for women who had a positive result for severe acute respiratory syndrome coronavirus 2. Posthospital symptom development among women who had a negative result for severe acute respiratory syndrome coronavirus 2 is also described. Results: A total of 318 asymptomatic women underwent severe acute respiratory syndrome coronavirus 2 testing during this 2-week period; 8 women had a positive result. The overall asymptomatic test positive rate was 2.5%. The rate at Hospital of the University of Pennsylvania was 3.8% compared with 1.3% at Pennsylvania Hospital (P=.283). Of note, 3 women (37.5%) who were initially asymptomatic developed mild symptoms in the 2 weeks after a positive test result. Repeat severe acute respiratory syndrome coronavirus 2 testing was performed in 14 of the 310 women (4.5%) who initially had a negative result; 2 women (0.6%) had a positive result on repeat testing. Moreover, 242 (78.1%) and 213 (68.7%) of the 310 women who had a negative result for severe acute respiratory syndrome coronavirus 2 at the time of the initial hospitalization were followed up via telephone at 1 and 2 weeks after admission, respectively. Viral symptoms, including fevers, chills, shortness of breath, or cough, were self-reported in 4.5% and 4.2% of these women at 1 and 2 weeks after discharge, respectively. Conclusion: The asymptomatic positive severe acute respiratory syndrome coronavirus 2 test rate among an obstetrical population in Philadelphia differed between 2 hospitals and was lower than that described in other geographic regions. This supports the importance of institution-specific testing protocols. The development of symptomatic severe acute respiratory syndrome coronavirus 2 infection after hospitalization among women with initial negative test results is uncommon."
5419,COVID-19 in corrections: Quarantine of incarcerated people.,"Carceral settings in the United States have been the source of many single site COVID-19 outbreaks. Quarantine is a strategy used to mitigate the spread of COVID-19 in correctional settings, and specific quarantine practices differ state to state. To better understand how states are using quarantine in prisons, we reviewed each state's definition of quarantine and compared each state's definition to the Centers for Disease Control's (CDC) definition and recommendations for quarantine in jails and prisons. Most prison systems, 45 of 53, define quarantine, but definitions vary widely. No state published definitions of quarantine that align with all CDC recommendations, and only 9 states provide quarantine data. In these states, the highest recorded quarantine rate occurred in Ohio in May 2020 at 843 per 1,000. It is necessary for prison systems to standardize their definitions of quarantine and to utilize quarantine practices in accordance with CDC recommendations. In addition, data transparency is needed to better understand the use of quarantine and its effectiveness at mitigating COVID-19 outbreaks in carceral settings."
