index,title,abstract
900,Performance of a rapid antigen test in the diagnosis of SARS-CoV-2 infection.,"Diagnostics is crucial for a prompt identification of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infected patients, their isolation and treatment. Real-time PCR is the reference method for the diagnosis of SARS-CoV-2 infection; however, the unprecedented increase in the number of infections worldwide calls for faster and easy methods that do not require skilled personnel and special equipment. Rapid antigen tests have been developed and used as first line screening. Here, we assessed the performance of a rapid antigen test in comparison to a real-time qualitative PCR as gold standard. Fifty nasopharyngeal swabs from suspected cases of SARS-CoV-2 infection have been tested by Coris coronavirus disease 2019 Ag Respi-Strip test and Allplex 2019n-CoV assay. Of the 50 nasopharyngeal swabs tested, 11 were negative by both tests, 27 were negative by Ag test but positive by real-time PCR, and 12 were positive by both methods. PCR detected the 39 positive samples at a median cycle threshold (Ct) value of 22.78 (mean: 24.51; range: 13.59-39.6). In the 12 concordant samples, the median Ct value was 17.37. The sensitivity of the Ag test was 30.77% (95% confidence interval [CI]: 17.02%-47.57%), specificity 100% (95% CI: 71.51%-100.00%), positive predictive value 100%, negative predictive value 85.25% (95% CI: 82.42%-87.69%), and accuracy 86.15% (95% CI: 73.45%-94.28%). The level of agreement between the two tests was poor, k = 0.164. The Ag test performs well in the presence of high viral loads, whereas lower levels are missed. Considering the poor sensitivity of the method, real-time PCR remains the gold standard as front line screening for SARS-CoV-2 infection."
901,Machine Learning Prediction of SARS-CoV-2 Polymerase Chain Reaction Results with Routine Blood Tests.,"Objective: The diagnosis of COVID-19 is based on the detection of SARS-CoV-2 in respiratory secretions, blood, or stool. Currently, reverse transcription polymerase chain reaction (RT-PCR) is the most commonly used method to test for SARS-CoV-2. Methods: In this retrospective cohort analysis, we evaluated whether machine learning could exclude SARS-CoV-2 infection using routinely available laboratory values. A Random Forests algorithm with 28 unique features was trained to predict the RT-PCR results. Results: Out of 12,848 patients undergoing SARS-CoV-2 testing, routine blood tests were simultaneously performed in 1357 patients. The machine learning model could predict SARS-CoV-2 test results with an accuracy of 86% and an area under the receiver operating characteristic curve of 0.74. Conclusion: Machine learning methods can reliably predict a negative SARS-CoV-2 RT-PCR test result using standard blood tests."
902,Clinical evaluation of four commercial immunoassays for the detection of antibodies against established SARS-CoV-2 infection.,"A comparison of the clinical performance of the Elecsys Anti-SARS-CoV-2, Liaison SARS-CoV-2 S1/S2 IgG, Access SARS-CoV-2 IgG and Vitros Immunodiagnostic Products Anti-SARS-CoV-2 IgG immunoassays for the diagnosis of COVID-19 infection was performed. Patient sera were collected at least 6 weeks following onset of COVID-19 infection symptoms. Negative control specimens were stored specimens from those without COVID-19, collected in April-May 2019. Sensitivity and specificity with 95% confidence intervals (CI) were calculated. Linear regression was used to examine the relationship between the magnitude of serological response and clinical characteristics. There were 80 patients from whom 86 sera specimens were collected; six patients had duplicate specimens. There were 95 negative control specimens from 95 patients. The clinical sensitivity of the Elecsys assay was 98.84% (95% CI 93.69-99.97), specificity was 100% (95% CI 96.19-100.00); the Liaison assay clinical sensitivity was 96.51% (95% CI 90.14-99.27), specificity was 97.89% (95% CI 92.60-99.74); the Access assay clinical sensitivity was 84.88% (95% CI 75.54-91.70), specificity was 98.95% (95% CI 94.27-99.97); and the Vitros assay clinical sensitivity was 97.67% (95% CI 91.85-99.72), specificity was 100% (95% CI 96.15-100.00). A requirement for hospitalisation for COVID-19 infection was associated with a larger Vitros, Liaison and Access IgG response whilst fever was associated with a larger Elecsys response. All assays evaluated with the exception of the Access assay demonstrated similar performance. The Elecsys assay demonstrated the highest sensitivity and specificity."
903,Effect of multiple freeze-thaw cycles on the detection of anti-SARS-CoV-2 IgG antibodies.,"Several studies have investigated the effect of repeated freeze-thaw (F/T) cycles on RNA detection for severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). However, no data are available regarding the effect of repeated F/T cycles on SARS-CoV-2 antibody detection in serum. We investigated the effect of multiple F/T cycles on anti-SARS-CoV-2 IgG detection using an ELISA test targeting the nucleocapsid antibodies. Ten positive and 1 negative SARS-CoV-2 IgG sera from 11 participants, in replicates of 5, were subjected to a total of 16 F/T cycles and stored at 4 °C until tested by ELISA. Statistical analysis was performed to test for F/T cycle effect. None of the 10 positive sera became negative after 16 F/T cycles. There was no significant difference in the OD average reading between the first and last F/T cycles, except for one serum with a minimal decline in the OD. The random effect linear regression of log (OD) on the number of cycles showed no significant trend, with a slope consistent with zero (B=-0.0001; 95 % CI -0.0008; 0.0006; P-value=0.781). These results suggest that multiple F/T cycles had no effect on the ability of the ELISA assay to detect SARS-CoV-2 IgG antibodies."
904,Clinical and Virological Follow-Up of a Cohort of 76 COVID-19 Older Hospitalized Adults.,
905,Designing therapeutic strategies to combat severe acute respiratory syndrome coronavirus-2 disease: COVID-19.,"A highly contagious coronavirus disease COVID-19 caused by a recently identified severe acute respiratory syndrome CoV-2 (SARS-CoV-2) initially detected in Wuhan, China has spread worldwide and become a major health crisis in the absence of specific vaccine or antiviral drugs. SARS-CoV-2 infection has resulted in overwhelming number of reported deaths. Unfortunately it is still spreading uncontrollably despite implementing stringent protective measures. Rapid development of effective therapeutic strategies for treatment and prevention of infection is crucially required. Although genomic characterization has assisted in unfolding various aspects of SARS-CoV-2 but development of specific antiviral drugs and vaccine against COVID-19 is still a worldwide challenge. Understanding the disease pathological course underlying the clinical manifestations of COVID-19 is imperative to identify the vital targets for drug development. SARS-CoV-2 uses angiotensin converting enzyme 2 (ACE2) receptor to enter the host cell and primarily target type II alveolar cells. COVID-19 disease progression is associated with distressed immune functions and hyper active inflammatory system leading to development of cytokine storm which is a vital factor involved in disease advancement. The current review elucidates the disease pathology and summarizes the possible therapeutic options to battle against COVID-19 on the basis of current state of understanding about SARS-CoV-2 pathogenic pathways and knowledge gained from previous SARS and MERS-CoV epidemics. Therapeutic strategies to treat and prevent infection as well as to suppress the disease progression to reduce severity and mortality rate is discussed. Drug candidates currently under consideration and undergoing clinical trials for COVID-19 treatment are highlighted."
906,The cost-effectiveness of common strategies for the prevention of transmission of SARS-CoV-2 in universities.,"Background: Most universities that re-open in the United States (US) for in-person instruction have implemented the Centers for Disease Prevention and Control (CDC) guidelines. The value of additional interventions to prevent the transmission of SARS-CoV-2 is unclear. We calculated the cost-effectiveness and cases averted of each intervention in combination with implementing the CDC guidelines. Methods: We built a decision-analytic model to examine the cost-effectiveness of interventions to re-open universities. The interventions included implementing the CDC guidelines alone and in combination with 1) a symptom-checking mobile application, 2) university-provided standardized, high filtration masks, 3) thermal cameras for temperature screening, 4) one-time entry ('gateway') polymerase chain reaction (PCR) testing, and 5) weekly PCR testing. We also modeled a package of interventions ('package intervention') that combines the CDC guidelines with using the symptom-checking mobile application, standardized masks, gateway PCR testing, and weekly PCR testing. The direct and indirect costs were calculated in 2020 US dollars. We also provided an online interface that allows the user to change model parameters. Results: All interventions averted cases of COVID-19. When the prevalence of actively infectious cases reached 0.1%, providing standardized, high filtration masks saved money and improved health relative to implementing the CDC guidelines alone and in combination with using the symptom-checking mobile application, thermal cameras, and gateway testing. Compared with standardized masks, weekly PCR testing cost $9.27 million (95% Credible Interval [CrI]: cost-saving-$77.36 million)/QALY gained. Compared with weekly PCR testing, the 'package' intervention cost $137,877 (95% CrI: $3,108-$19.11 million)/QALY gained. At both a prevalence of 1% and 2%, the 'package' intervention saved money and improved health compared to all the other interventions. Conclusions: All interventions were effective at averting infection from COVID-19. However, when the prevalence of actively infectious cases in the community was low, only standardized, high filtration masks clearly provided value."
907,SARS-CoV-2 Infection Hospitalization Rate and Infection Fatality Rate Among the Non-Congregate Population in Connecticut.,"Background: Infection fatality rate and infection hospitalization rate, defined as the proportion of deaths and hospitalizations, respectively, of the total infected individuals, can estimate the actual toll of coronavirus disease 2019 (COVID-19) on a community, as the denominator is ideally based on a representative sample of a population, which captures the full spectrum of illness, including asymptomatic and untested individuals. Objective: To determine the COVID-19 infection hospitalization rate and infection fatality rate among the non-congregate population in Connecticut between March 1 and June 1, 2020. Methods: The infection hospitalization rate and infection fatality rate were calculated for adults residing in non-congregate settings in Connecticut prior to June 2020. Individuals with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) antibodies were estimated using the seroprevalence estimates from the recently conducted Post-Infection Prevalence study. Information on total hospitalizations and deaths was obtained from the Connecticut Hospital Association and the Connecticut Department of Public Health, respectively. Results: Prior to June 1, 2020, nearly 113,515 (90% confidence interval [CI] 56,758-170,273) individuals were estimated to have SARS-CoV-2 antibodies, and there were 7792 hospitalizations and 1079 deaths among the non-congregate population. The overall COVID-19 infection hospitalization rate and infection fatality rate were estimated to be 6.86% (90% CI, 4.58%-13.72%) and 0.95% (90% CI, 0.63%-1.90%), respectively, and there was variation in these rate estimates across subgroups; older people, men, non-Hispanic Black people, and those belonging to 2 of the counties had a higher burden of adverse outcomes, although the differences between most subgroups were not statistically significant. Conclusions: Using representative seroprevalence estimates, the overall COVID-19 infection hospitalization rate and infection fatality rate were estimated to be 6.86% and 0.95%, respectively, among community residents in Connecticut."
908,Audio Interview: A Covid-19 Conversation with Anthony Fauci.,
909,[Rapid diagnostics of novel coronavirus infection by loop-mediated isothermal amplification].,"This review presents the basic principles of application of the loop-mediated isothermal amplification (LAMP) reaction for the rapid diagnosis of coronavirus infection caused by SARS-CoV-2. The basic technical details of the method, and the most popular approaches of specific and non-specific detection of amplification products are briefly described. We also discuss the first published works on the use of the method for the detection of the nucleic acid of the SARS-CoV-2 virus, including those being developed in the Russian Federation. For commercially available and published LAMP-based assays, the main analytical characteristics of the tests are listed, which are often comparable to those based on the method of reverse transcription polymerase chain reaction (RT-PCR), and in some cases are even superior. The advantages and limitations of this promising methodology in comparison to other methods of molecular diagnostics, primarily RT-PCR, are discussed, as well as the prospects for the development of technology for the detection of other infectious agents."
