index,title,abstract
7490,Variation and multilevel selection of SARS-CoV-2.,"The evolution of SARS-CoV-2 remains poorly understood. Theory predicts a group-structured population with selection acting principally at two levels: the pathogen individuals and the group of pathogens within a single host individual. Rapid replication of individual viruses is selected for, but if this replication debilitates the host before transmission occurs, the entire group of viruses in that host may perish. Thus, rapid transmission can favor more pathogenic strains, while slower transmission can favor less pathogenic strains. Available data suggest that SARS-CoV-2 may follow this pattern. Indeed, high population density and other circumstances that favor rapid transmission may also favor more deadly strains. Health care workers, exposed to pathogenic strains of hospitalized patients, may be at greater risk. The low case fatality rate on the Diamond Princess cruise ship may reflect the founder effect-an initial infection with a mild strain. A vaccine made with one strain may confer limited immunity to other strains. Variation among strains may lead to the rapid evolution of resistance to therapeutics. Finally, if less pathogenic strains are largely associated with mild disease, rather than treating all SARS-CoV-2 positive individuals equally, priority could be focused on testing and contact tracing the most seriously symptomatic patients."
7491,SARS-CoV-2 respiratory viral loads and association with clinical and biological features.,"To determine the distribution of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) respiratory viral loads (VL) during the acute phase of infection and their correlation with clinical presentation and inflammation-related biomarkers. Nasopharyngeal swabs from 453 adult SARS-CoV-2-infected patients from the Department of Infectious Diseases, Besançon, France, were collected at the time of admission or consultation for reverse transcriptase polymerase chain reaction (RT-PCR) analysis. Clinical information and concentrations of biological parameters (C-reactive protein [CRP], fibrinogen, lactate dehydrogenase [LDH], prealbumin) were noticed. Mean respiratory VL homogeneously decreased from 7.2 log10 copies/ml (95% confidence interval [CI]: 6.6-7.8) on the first day of symptoms until 4.6 log10 copies/ml (95% CI: 3.8-5.4) at day 10 (slope = -0.24; R2 = .95). VL were poorly correlated with COVID-19 symptoms and outcome, excepted for dyspnea and anosmia, which were significantly associated with lower VL (p < .05). CRP, fibrinogen, and LDH concentrations significantly increased over the first 10 days (median CRP concentrations from 36.8 mg/L at days 0-1 to 99.5 mg/L at days 8-10; p < .01), whereas prealbumin concentrations tended to decrease. Since SARS-CoV-2 respiratory VL regularly decrease in the acute phase of infection, determining the level of VL may help predicting the onset of virus shedding in a specific patient. However, the role of SARS-CoV-2 VL as a biomarker of severity is limited."
7492,Urticaria in a patient with COVID-19: Therapeutic and diagnostic difficulties.,
7493,"Prevalence of anosmia among COVID-19 patients in Taif City, Kingdom of Saudi Arabia.","Objectives: To assess the prevalence of anosmia in coronavirus-19 (COVID-19) patients. Coronavirus-19-related anosmia and hyposmia is a new emerging concept in the medical literature. Methods: A retrospective study on COVID-19 patients with anosmia and hyposmia was performed during the period between May-July, 2020. The inclusion criteria were all clinically stable COVID-19 patients less than 15 years old with positive reverse transcription-polymerase chain reaction (RT-PCR). Patients who refused to participate or leave incomplete questions were excluded. In this study, we investigated 1022 patients who met our criteria. Results: Olfactory dysfunction (OD) was reported by 53% of our COVID-19 patients, of which 32.7% were anosmic and 20.3% were hyposmic. Other neurological symptoms included ageusia (51.4%), fatigue (63%), myalgia (59.2%), and headache (50.9%), all of which showed significant association with OD. In addition, anosmia had a significant association with young age and female gender. However, there was no association between OD and pre-existing neurological disease. Conclusion: Half of our COVID-19 patients presented OD (anosmia/hyposmia), which often associated with ageusia and many neurological symptoms."
7494,"The epidemiology, diagnosis and treatment of COVID-19.","In December 2019, the outbreak of the novel coronavirus disease (COVID-19) in China spread worldwide, becoming an emergency of major international concern. SARS-CoV-2 infection causes clusters of severe respiratory illness similar to severe acute respiratory syndrome coronavirus. Human-to-human transmission via droplets, contaminated hands or surfaces has been described, with incubation times of 2-14 days. Early diagnosis, quarantine, and supportive treatments are essential to cure patients. This paper reviews the literature on all available information about the epidemiology, diagnosis, isolation and treatments of COVID-19. Treatments, including antiviral agents, chloroquine and hydroxychloroquine, corticosteroids, antibodies, convalescent plasma transfusion and vaccines, are discussed in this article. In addition, registered trials investigating treatment options for COVID-19 infection are listed."
7495,Pathophysiology and treatment strategies for COVID-19.,"The outbreak of Coronavirus disease of 2019 (COVID-19) caused by the Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2), has posed a serious health threat. The increasing number of COVID-19 cases around the world is overwhelming hospitals and pushing the global death toll to over 746,000, which has pushed the sprint to find new treatment options. In this article, we reviewed the SARS-CoV-2 pathophysiology, transmission, and potential treatment strategies."
7496,Using 3D-printed nose models in nasopharyngeal swab training.,"Background: The COVID-19 pandemic has swept across the globe with massive effects on health care systems as well as global economies. Enhanced testing has been put forward as a means to reduce transmission while awaiting the development of targeted therapy or effective vaccination. However, achieving accurate testing necessitates proper nasopharyngeal swab techniques. Methods and results: We aimed to design and investigate the utility of an anatomically accurate three-dimensional (3D) printed model of the nose in the training for nasopharyngeal swabs. These models were implemented during training sessions for healthcare workers. All participants surveyed felt that the 3D printed models were useful and beneficial in the training of nasopharyngeal swab techniques. Conclusions: 3D printed nose models are a useful tool in nasopharyngeal swab training. Their usage may help to facilitate the training of potential swabbing manpower in the upscaling of testing capabilities and volumes in this COVID-19 era."
7497,The role of serum specific- SARS-CoV-2 antibody in COVID-19 patients.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), responsible for coronavirus disease 2019 (COVID-19), has rapidly spread, resulting in considerable casualties and serious economic loss worldwide. Disease severity and related symptoms markedly vary among individuals. A large number of patients present atypical symptoms, which represent a big challenge for early diagnosis and prompt infection source isolation. Currently, COVID-19 diagnosis predominantly depends on nucleic acid tests (NAT) for SARS-CoV-2 in respiratory specimens, but this method presents a high rate of false negative results. Therefore, serum antibody measurement has been rapidly developed as a supplementary method with the aim of improving diagnostic accuracy. Further, serum antibody levels might help to identify the infection stage, asymptomatic carriers, and patients with diverging severities and to monitor convalescent plasma therapy. In the current review, we aim to present comprehensive evidence to clarify the utility of SARS-CoV-2 antibodies in COVID-19 patients as a reference for use in the clinic."
7498,"Determinant of intention to receive COVID-19 vaccine among school teachers in Gondar City, Northwest Ethiopia.","Background: Scientists across the world are working on innovating a successful vaccine that will save lives and end COVID-19 pandemic. World Health Organization (WHO) is working to make sure COVID-19 vaccines can be safely delivered to all those who need them. Indeed, the successful deployment and a sufficient uptake of vaccines is equally important. Acceptance and accessibility of such vaccine is a key indicator of vaccination coverage. Objective: This study aimed to assess the determinants of intention to receive COVID-19 vaccine among school teachers in Gondar City. Methods: An institution based cross-sectional study was conducted from December, 2020 to January, 2021. A total of 301 school teachers selected using stratified simple random sampling were included. Descriptive analysis such as medians, means, proportions, standard deviations and frequencies were computed. Linear regression analysis was done to identify factors associated with intention to receive COVID-19 vaccine. A p-value of less than 0.05 was used to declare statistical significance. Results: The median intention to receive COVID-19 vaccine was 3.33 with interquartile range of 2.67-4.0. Of the participants 54.8% had scored above the median of intention to receive COVID-19 vaccine score. 54% variance in intention to receive COVID-19 vaccine was explained by the independent variables. Being affiliated with other category of religion, bachelor degree educational status, perceived susceptibility, perceived benefit, perceived barrier, and cues to action were significantly associated with the intention to receive COVID-19 vaccine. Conclusion: The median score of intention to receive COVID-19 vaccine was 3.33. Socio-demographic and health beliefs influenced the intention to receive the COVID-19 vaccine in the study participant. Policy makers and stakeholders should focus on strong health promotion about risks of the pandemic, benefit, safety, and efficacy of vaccination."
7499,The Costs of Contradictory Messages About Live Vaccines in Pregnancy.,"The increased risk of harm from COVID-19 infection in pregnancy highlights the importance of including pregnant people in COVID-19 vaccine development and deployment. Promising vaccines being developed include replication-competent platforms, which are typically contraindicated during pregnancy because of theoretical risk. However, replicating vaccines are administered in and around pregnancy, either inadvertently because of unknown pregnancy status or when recommended.The historical cases of Ebola virus, yellow fever, and rubella demonstrate that contradictory messages around the safety of live vaccines in pregnancy have critical public health costs. First, restricting study or use of replicating vaccines in pregnancy may delay or deny access to the only available protection against deadly diseases. Additionally, not vaccinating pregnant people may slow epidemic control. Finally, uncertainty and worry around the safety of live vaccines may lead to terminations of otherwise desired pregnancies after inadvertent vaccination in pregnancy.If one of the vaccines deployed to combat the current global COVID-19 pandemic is replication competent, historical cases offer important lessons for ethical and effective protection for pregnant populations."
