index,title,abstract
4780,Natural versus Recombinant Viral Antigens in SARS-CoV-2 Serology: Challenges in Optimizing Laboratory Diagnosis of COVID-19.,"Objectives: COVID-19 is a public health emergency of international concern whose detection in recovered asymptomatic patients is dependent on accurate diagnosis as it enables the estimation of the susceptibility of the population to the infection. This demand has resulted in the development of several commercial assays employing recombinant proteins, but the results of these assays are not reliable as they do not involve comparison with natural viral antigens. We independently used the SARS-CoV-2 whole viral antigen (WVA) and recombinant nucleocapsid protein (rNP) to develop in-house ELISAs for IgG detection; the results of these ELISAs were then compared to obtain reliable results. Methods: WVA and rNP ELISAs were performed on COVID-19 negative sera from patients before the pandemic in Brazil, and on RT-qPCR-positive or SARS-CoV-2-IgG against rNP and IgG against WVA-positive samples from recently infected patients in Sao Paulo, Brazil. Results: Both ELISAs detected a large fraction of infected patients but exhibited certain drawbacks. Higher signals and lower numbers of false-negatives were observed in rNP ELISA; however, a higher fraction of false-positives was observed in control groups. A high number of false-negatives was observed with WVA ELISA. Correlating the results of rNP and WVA ELISAs resulted in improved performance for COVID-19 diagnosis. Conclusion: The choice of antigen is an important aspect in optimizing the laboratory diagnosis of COVID-19. The use of rNP ELISA for the detection of anti-SARS-CoV-2 IgG antibodies seems promising, but comparison of the results with those of WVA ELISA is crucial for accurate test development prior to commercialization. IgG serology using several assays, and with the spectral patterns of SARS-CoV-2, resulted in confusing information that must be clarified before the establishment of diagnostic serology criteria."
4781,Myocarditis After BNT162b2 and mRNA-1273 Vaccination.,Supplemental Digital Content is available in the text.
4782,Antibody Testing for COVID-19.,
4783,CSF rhinorrhoea post COVID-19 swab: A case report and review of literature.,We report the case of a 59 year old male who presented with 2 months of persistent rhinorrhoea from left nostril post a nasal swab done for coryzal symptoms at the peak of the COVID-19 pandemic. Beta-2-transferrin confirmed it to be a CSF leak and imaging showed a left middle cranial fossa encephalocele herniating into the sphenoid sinus as the site of the leak post swab. The leak was treated endoscopically. We describe the case history and management of this exceedingly rare complication of nasal swab for respiratory testing.
4784,Does the maternal-fetal transmission of SARS-CoV-2 occur during pregnancy?,"Background and objetive: On January 7th, 2020, a new coronavirus, SARS-CoV-2, was identified, as responsible for a new human disease: COVID-19. Given its recent appearance, our current knowledge about the possible influence that this disease can exert on pregnancy is very limited. One of the unknowns to be solved is whether there is a vertical transmission of the infection during pregnancy. Patients and methods: Using the Real-time Polymerase Chain Reaction techniques for SARS-CoV-2 nucleic acids, the possible presence of this germ in vaginal discharge and amniotic fluid was investigated in four pregnant Caucasian patients affected by mild acute symptoms of COVID-19 during the second trimester of pregnancy. Results: There is no laboratory evidence to suggest a possible passage of SARS-CoV-2 from the infected mother to the amniotic fluid. Conclusions: It is necessary to expand the investigation of COVID-19 cases diagnosed during pregnancy to clarify the real influence that SARS-CoV-2 has on pregnant women and their offspring, as well as those factors that modulate the disease."
4785,Environmental perspectives of COVID-19 outbreaks: A review.,"The coronavirus disease 2019 (COVID-19) pandemic, caused by the novel virus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), began in December 2019 in China and has led to a global public health emergency. Previously, it was known as 2019-nCoV and caused disease mainly through respiratory pathways. The COVID-19 outbreak is ranked third globally as the most highly pathogenic disease of the twenty-first century, after the outbreak of SARS-CoV and Middle East respiratory syndrome in 2002 and 2012, respectively. Clinical, laboratory, and diagnostic methodology have been demonstrated in some observational studies. No systematic reviews on COVID-19 have been published regarding the integration of COVID-19 outbreaks (monitoring, fate and treatment) with environmental and human health perspectives. Accordingly, this review systematically addresses environmental aspects of COVID-19 outbreak such as the origin of SARS-CoV-2, epidemiological characteristics, diagnostic methodology, treatment options and technological advancement for the prevention of COVID-19 outbreaks. Finally, we integrate COVID-19 outbreaks (monitoring, fate and treatment) with environmental and human health perspectives. We believe that this review will help to understand the SARS-CoV-2 outbreak as a multipurpose document, not only for the scientific community but also for global citizens. Countries should adopt emergency preparedness such as prepare human resources, infrastructure and facilities to treat severe COVID-19 as the virus spreads rapidly globally."
4786,"Potential Presymptomatic Transmission of SARS-CoV-2, Zhejiang Province, China, 2020.","We report a 2-family cluster of persons infected with severe acute respiratory syndrome coronavirus 2 in the city of Zhoushan, Zhejiang Province, China, during January 2020. The infections resulted from contact with an infected but potentially presymptomatic traveler from the city of Wuhan in Hubei Province."
4787,[(68)Ga]Ga-DOTA-TATE uptake due to COVID-19 vaccination.,
4788,Antibody resistance of SARS-CoV-2 variants B.1.351 and B.1.1.7.,"The COVID-19 pandemic has had widespread effects across the globe, and its causative agent, SARS-CoV-2, continues to spread. Effective interventions need to be developed to end this pandemic. Single and combination therapies with monoclonal antibodies have received emergency use authorization1-3, and more treatments are under development4-7. Furthermore, multiple vaccine constructs have shown promise8, including two that have an approximately 95% protective efficacy against COVID-199,10. However, these interventions were directed against the initial SARS-CoV-2 virus that emerged in 2019. The recent detection of SARS-CoV-2 variants B.1.1.7 in the UK11 and B.1.351 in South Africa12 is of concern because of their purported ease of transmission and extensive mutations in the spike protein. Here we show that B.1.1.7 is refractory to neutralization by most monoclonal antibodies against the N-terminal domain of the spike protein and is relatively resistant to a few monoclonal antibodies against the receptor-binding domain. It is not more resistant to plasma from individuals who have recovered from COVID-19 or sera from individuals who have been vaccinated against SARS-CoV-2. The B.1.351 variant is not only refractory to neutralization by most monoclonal antibodies against the N-terminal domain but also by multiple individual monoclonal antibodies against the receptor-binding motif of the receptor-binding domain, which is mostly due to a mutation causing an E484K substitution. Moreover, compared to wild-type SARS-CoV-2, B.1.351 is markedly more resistant to neutralization by convalescent plasma (9.4-fold) and sera from individuals who have been vaccinated (10.3-12.4-fold). B.1.351 and emergent variants13,14 with similar mutations in the spike protein present new challenges for monoclonal antibody therapies and threaten the protective efficacy of current vaccines."
4789,Which parameters support disposition decision in suspected COVID-19 cases in the emergency department (ED): a German clinical cohort study.,"Objectives: One major goal of the emergency department (ED) is to decide, whether patients need to be hospitalised or can be sent home safely. We aim at providing criteria for these decisions without knowing the SARS-CoV-2 test result in suspected cases. Setting: Tertiary emergency medicine. Participants: All patients were treated at the ED of the Charité during the pandemic peak and underwent SARS-CoV-2 testing. Patients with positive test results were characterised in detail and underwent a 14-day-follow-up. Primary and secondary outcome measures: Logistic regression and classification and regression tree (CART) analyses were performed to identify predictors (primary endpoint), which confirm safe discharge. The clinical endpoint was all-cause mortality or need for mechanical ventilation during index stay or after readmission. Results: The primary test population of suspected COVID-19 consisted of n=1255 cases, 45.2% were women (n=567). Of these, n=110 tested positive for SARS-CoV-2 (8.8%). The median age of SARS-CoV-2-positive cases was 45 years (IQR: 33-66 years), whereas the median age of the group tested negative for SARS-CoV-2 was 42 years (IQR: 30-60 years) (p=0.096). 43.6% were directly admitted to hospital care.CART analysis identified the variables oxygen saturation (<95%), dyspnoea and history of cardiovascular (CV) disease to distinguish between high and low-risk groups. If all three variables were negative, most patients were discharged from ED, and the incidence of the clinical endpoint was 0%. The validation cohort confirmed the safety of discharge using these variables and revealed an incidence of the clinical endpoint from 14.3% in patients with CV disease, 9.4% in patients with dyspnoea and 18.2% in patients with O2 satuaration below 95%. Conclusions: Based on easily available variables like dyspnoea, oxygen saturation, history of CV disease, approximately 25% of patients subsequently confirmed with COVID-19 can be identified for safe discharge. Trial registration number: DRKS00023117."
